District/Town,Province,Country,Lat,Long
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Vi Thuy,Hau Giang,Vietnam,,
Vi Thuy,Hau Giang,Vietnam,,
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Vi Thuy,Hau Giang,Vietnam,,
Vi Thuy,Hau Giang,Vietnam,,
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Chau Thanh A,Hau Giang,Vietnam,,
Chau Thanh A,Hau Giang,Vietnam,,
Chau Thanh A,Hau Giang,Vietnam,,
Ein Mal,Ayeyarwady Region,Myanmar,,
Ein Mal,Ayeyarwady Region,Myanmar,,
Twon tay,Ayeyarwady Region,Myanmar,,
Twon tay,Ayeyarwady Region,Myanmar,,
Twon tay,Ayeyarwady Region,Myanmar,,
Pyapon,Ayeyarwady Region,Myanmar,,
Pyapon,Ayeyarwady Region,Myanmar,,
Pyapon,Ayeyarwady Region,Myanmar,,
Wow,Bago Region,Myanmar,,
Wow,Bago Region,Myanmar,,
Myaung Mya,Ayeyarwady Region,Myanmar,,
Myaung Mya,Ayeyarwady Region,Myanmar,,
Vi Thuy,Hau Giang,Vietnam,,
Vi Thuy,Hau Giang,Vietnam,,
Lat Puttar,Ayeyarwady Region,Myanmar,,
Lat Puttar,Ayeyarwady Region,Myanmar,,
Kang Gyi Daunt,Ayeyarwady Region,Myanmar,,
Kang Gyi Daunt,Ayeyarwady Region,Myanmar,,
Nyaung don,Ayeyarwady Region,Myanmar,,
Nyaung don,Ayeyarwady Region,Myanmar,,
Pyar pon,Ayeyarwady Region,Myanmar,,
Pyar pon,Ayeyarwady Region,Myanmar,,
Peam Ror,Prey Veng,Cambodia,,
Peam Ror,Prey Veng,Cambodia,,
Peam Ror,Prey Veng,Cambodia,,
Peam Ror,Prey Veng,Cambodia,,
Peam Ror,Prey Veng,Cambodia,,
Bati,Takeo,Cambodia,,
Bati,Takeo,Cambodia,,
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Chau Thanh A,Hau Giang,Vietnam,,
Chau Thanh A,Hau Giang,Vietnam,,
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Chau Thanh A,Hau Giang,Vietnam,,
Chau Thanh A,Hau Giang,Vietnam,,
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
NA,Punjab,India,,
NA,Punjab,India,,
NA,Odisha,India,,
NA,Odisha,India,,
NA,Odisha,India,,
NA,Odisha,India,,
NA,NA,Philippines,,
NA,NA,Philippines,,
NA,NA,Philippines,,
NA,NA,Philippines,,
NA,NA,Philippines,,
NA,NA,Philippines,,
NA,NA,Philippines,,
NA,NA,Philippines,,
Leganes,Iloilo,Philippines,,
Leganes,Iloilo,Philippines,,
Leganes,Iloilo,Philippines,,
Leganes,Iloilo,Philippines,,
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Almiera,Biliran,Philippines,NA,NA
Almiera,Biliran,Philippines,NA,NA
Almiera,Biliran,Philippines,NA,NA
Calbiga,Samar,Philippines,,
Calbiga,Samar,Philippines,,
Bati,Takeo,Cambodia,,
Bati,Takeo,Cambodia,,
Victoria,Laguna,Philippines,,
Victoria,Laguna,Philippines,,
TaungTwinGyi,Magway Region,Myanmar,,
TaungTwinGyi,Magway Region,Myanmar,,
TaungTwinGyi,Magway Region,Myanmar,,
Victoria,Laguna,Philippines,,
Victoria,Laguna,Philippines,,
Victoria,Laguna,Philippines,,
Victoria,Laguna,Philippines,,
Kyaungkhin,Ayeyarwady Region,Myanmar,,
Kyaungkhin,Ayeyarwady Region,Myanmar,,
Hinthada,Ayeyarwady Region,Myanmar,,
Hinthada,Ayeyarwady Region,Myanmar,,
Kaundgyi daunt,Ayeyarwady Region,Myanmar,,
Kaundgyi daunt,Ayeyarwady Region,Myanmar,,
Zaloung,Ayeyarwady Region,Myanmar,,
Zaloung,Ayeyarwady Region,Myanmar,,
Naungtone,Ayeyarwady Region,Myanmar,,
Naungtone,Ayeyarwady Region,Myanmar,,
NA,NA,India,,
NA,NA,India,,
NA,NA,India,,
NA,NA,India,,
NA,NA,India,,
NA,NA,India,,
NA,NA,India,,
NA,NA,India,,
NA,NA,India,,
NA,NA,India,,
NA,NA,India,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Kota Serang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
Subang,West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Maja, Majalengka",West Java,Indonesia,,
"Maja, Majalengka",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Ciranjang, Cianjur",West Java,Indonesia,,
"Ciranjang, Cianjur",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
"Muara, Bogor",West Java,Indonesia,,
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Ba Phnom,Prey Veng,Cambodia,11.2580467,105.3989267
Prey chhor,Kampong Cham,Cambodia,,
Prey chhor,Kampong Cham,Cambodia,,
Prey chhor,Kampong Cham,Cambodia,,
Prey chhor,Kampong Cham,Cambodia,,
Prey chhor,Kampong Cham,Cambodia,,
Prey chhor,Kampong Cham,Cambodia,,
Sontuk,Kampong Thom,Cambodia,,
Sontuk,Kampong Thom,Cambodia,,
Sontuk,Kampong Thom,Cambodia,,
Sontuk,Kampong Thom,Cambodia,,
Sontuk,Kampong Thom,Cambodia,,
Sontuk,Kampong Thom,Cambodia,,
Sontuk,Kampong Thom,Cambodia,,
Sontuk,Kampong Thom,Cambodia,,
Sontuk,Kampong Thom,Cambodia,,
Sontuk,Kampong Thom,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Svay Chrum,Svay Rieng,Cambodia,,
Bati,Takeo,Cambodia,,
Bati,Takeo,Cambodia,,
Bati,Takeo,Cambodia,,
Bati,Takeo,Cambodia,,
Bati,Takeo,Cambodia,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Bacnotan,La union,Philippines,16.7202558,120.3525941
Bacnotan,La union,Philippines,16.7202558,120.3525941
Midsayap,North Cotabato,Philippines,,
Midsayap,North Cotabato,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Midsayap,North Cotabato,Philippines,,
Midsayap,North Cotabato,Philippines,,
Midsayap,North Cotabato,Philippines,,
Midsayap,North Cotabato,Philippines,,
Murcia,Negros Occidental,Philippines,,
Murcia,Negros Occidental,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Isulan,Sultan Kudarat,Philippines,,
Isulan,Sultan Kudarat,Philippines,,
Murcia,Negros Occidental,Philippines,,
Murcia,Negros Occidental,Philippines,,
Murcia,Negros Occidental,Philippines,,
Murcia,Negros Occidental,Philippines,,
Maramag,Bukidnon,Philippines,,
Maramag,Bukidnon,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Munoz,Nueva Ecija,Philippines,,
Los Banos,Laguna,Philippines,14.1775648,121.2214303
Los Banos,Laguna,Philippines,14.1775648,121.2214303
"BRRI R/S, Barishal",Barisal,Bangladesh,,
"BRRI R/S, Barishal",Barisal,Bangladesh,,
Ujirpur,Barisal,Bangladesh,,
Ujirpur,Barisal,Bangladesh,,
Hathagari,Chittagong,Bangladesh,,
Hathagari,Chittagong,Bangladesh,,
Hathagari,Chittagong,Bangladesh,,
Hathagari,Chittagong,Bangladesh,,
Hathagari,Chittagong,Bangladesh,,
Hathagari,Chittagong,Bangladesh,,
Hajigonj,Meghna,Bangladesh,,
Hajigonj,Meghna,Bangladesh,,
Faridgonj,Meghna,Bangladesh,,
Faridgonj,Meghna,Bangladesh,,
Faridgonj,Meghna,Bangladesh,,
Faridgonj,Meghna,Bangladesh,,
"BRRI R/S, Songaji",Chittagong,Bangladesh,,
"BRRI R/S, Songaji",Chittagong,Bangladesh,,
Kishoregonj,Rangpur,Bangladesh,,
Kishoregonj,Rangpur,Bangladesh,,
"BRRI R/S, Songaji",Chittagong,Bangladesh,,
"BRRI R/S, Songaji",Chittagong,Bangladesh,,
Monohordi,Dhaka,Bangladesh,,
Monohordi,Dhaka,Bangladesh,,
"Tarabo, Rupgonj",Dhaka,Bangladesh,,
"Tarabo, Rupgonj",Dhaka,Bangladesh,,
"West baid, BRRI farm",Dhaka,Bangladesh,,
"West baid, BRRI farm",Dhaka,Bangladesh,,
"West baid, BRRI farm",Dhaka,Bangladesh,,
"West baid, BRRI farm",Dhaka,Bangladesh,,
"West baid, BRRI farm",Dhaka,Bangladesh,,
"West baid, BRRI farm",Dhaka,Bangladesh,,
"West baid, BRRI farm",Dhaka,Bangladesh,,
"West baid, BRRI farm",Dhaka,Bangladesh,,
"East baid, BRRI farm",Dhaka,Bangladesh,,
"East baid, BRRI farm",Dhaka,Bangladesh,,
Blast Nursery,Dhaka,Bangladesh,,
Blast Nursery,Dhaka,Bangladesh,,
Singra,Rajshahi,Bangladesh,,
Singra,Rajshahi,Bangladesh,,
Singra,Rajshahi,Bangladesh,,
Singra,Rajshahi,Bangladesh,,
Natore sadar,Rajshahi,Bangladesh,,
Natore sadar,Rajshahi,Bangladesh,,
Natore sadar,Rajshahi,Bangladesh,,
Natore sadar,Rajshahi,Bangladesh,,
Pabna sadar,Rajshahi,Bangladesh,,
Pabna sadar,Rajshahi,Bangladesh,,
Pabna sadar,Rajshahi,Bangladesh,,
Pabna sadar,Rajshahi,Bangladesh,,
Lalmonirhat sadar,Rangpur,Bangladesh,,
Lalmonirhat sadar,Rangpur,Bangladesh,,
Lalmonirhat sadar,Rangpur,Bangladesh,,
Lalmonirhat sadar,Rangpur,Bangladesh,,
Kanshat,Rajshahi,Bangladesh,,
Kanshat,Rajshahi,Bangladesh,,
Kanshat,Rajshahi,Bangladesh,,
Kanshat,Rajshahi,Bangladesh,,
Dinajpur sadar,Rangpur,Bangladesh,,
Dinajpur sadar,Rangpur,Bangladesh,,
Dinajpur sadar,Rangpur,Bangladesh,,
Dinajpur sadar,Rangpur,Bangladesh,,
Dinajpur sadar,Rangpur,Bangladesh,,
Dinajpur sadar,Rangpur,Bangladesh,,
"BRRI R/S, Rangpur",Rangpur,Bangladesh,,
"BRRI R/S, Rangpur",Rangpur,Bangladesh,,
Potnitola,Rajshahi,Bangladesh,,
Potnitola,Rajshahi,Bangladesh,,
Raninagar,Rajshahi,Bangladesh,,
Raninagar,Rajshahi,Bangladesh,,
Raninagar,Rajshahi,Bangladesh,,
Raninagar,Rajshahi,Bangladesh,,
Naogoan sadar,Rajshahi,Bangladesh,,
Naogoan sadar,Rajshahi,Bangladesh,,
Elenga,Dhaka,Bangladesh,,
Elenga,Dhaka,Bangladesh,,
"BRRI R/S, Rangpur",Rangpur,Bangladesh,,
"BRRI R/S, Rangpur",Rangpur,Bangladesh,,
Elenga,Dhaka,Bangladesh,,
Elenga,Dhaka,Bangladesh,,
Gorai,Dhaka,Bangladesh,,
Gorai,Dhaka,Bangladesh,,
Purwakarta,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Purwakarta,West Java,Indonesia,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Nolka,Rajshahi,Bangladesh,,
Nolka,Rajshahi,Bangladesh,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Sialkot,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Kawnia,Rangpur,Bangladesh,,
Kawnia,Rangpur,Bangladesh,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Hafizabad,Punjab,Pakistan,,
Narowal,Punjab,Pakistan,,
Narowal,Punjab,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Nolka,Rajshahi,Bangladesh,,
Nolka,Rajshahi,Bangladesh,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Mansehra,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Sirajgonj sadar,Rajshahi,Bangladesh,,
Sirajgonj sadar,Rajshahi,Bangladesh,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Swat,Khyber Pakhtunkhwa,Pakistan,,
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Bannu,Khyber Pakhtunkhwa,Pakistan,32.9857007,70.6036017
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Ullapara,Rajshahi,Bangladesh,,
Ullapara,Rajshahi,Bangladesh,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Battagram,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Lower Dir,Khyber Pakhtunkhwa,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Gujranwala,Punjab,Pakistan,,
Sherpur,Rajshahi,Bangladesh,,
Sherpur,Rajshahi,Bangladesh,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Manandona,Vakinankaratra,Madagascar,,
Manandona,Vakinankaratra,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ambatotsipihina,Vakinankaratra,Madagascar,-19.5829524,46.1529873
Ambatotsipihina,Vakinankaratra,Madagascar,-19.5829524,46.1529873
Nandigram,Rajshahi,Bangladesh,,
Nandigram,Rajshahi,Bangladesh,,
Morafeno,Sofia,Madagascar,,
Morafeno,Sofia,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
Ivory,Analamanga,Madagascar,,
